"id","title","authors","venue","year"
"kn-cW3iFZDQJ","Assessing the Case for Unified Sector Supervision","RK Abrams, MW Taylor","Risk Management and Insurance International Conference,",
"gj8b3eralbsJ","(A decision model which considers qualitative factors)","TL Payne","International conference on technology management,",1988
"B3Rme6lxMgkJ","â??Datakitâ??A Modular Network for Synchronous and Asynchronous Traffic","AG Fraser","Proc. Int. Conf. on",
"pV6uP1yBiNoJ","Software Technology: Formal Methods and Scientific Foundations","M Broy","Information and Software Technology,",
"O2rOiyhHkWQJ","War and Peace on the Western Frontier: A Study of Violent Conflict and Its Correlates in Prehistoric ","PM Lambert",,1994
"R85wGZlHb1cJ","CLASSIC: A Structural Data Model for Objects, ACM","A Borgida, RJ Brachman, DL McGuinness, LA Resnick","SIGMOD International Conference on Management of",
"WLxVB56U4UkJ","Tacrine for Alzheimerâ??s disease","N Qizilbash, J Birks, J LÃ³pez-Arrieta, S  ","Cochrane Database Syst Rev,",2000
"6i1j1XOmPOMJ","A place for healing: an ethnography of holistic health practitioners in Southern California","JA English",,1985
"z6Dk4vfdPN8J","Antibiotic prophylaxis for intrauterine contraceptive device insertion","DA Grimes, KF Schulz","Cochrane Database Syst Rev,",2001
"mj2QOJQFWYcJ","Evidence for Mitochondrial DNA Recombination in a Human Population of Island Melanesia","E Hagelberg, N Goldman, P Lio, S Whelan, W  ","Proceedings: Biological Sciences,",1999
"28dzaNk_9a0J","Special Issue on Internet Privacy","LF Cranor","Comm. ACM,",
"oB2vqltw1bYJ","The Effects of Worker Learning, Forgetting, and Heterogeneity on Assembly Line Productivity","SM Shafer, DA Nembhard, MV Uzumeri","Management Science,",2001
"PCA9BjXyRMsJ","4-Aminobutyrate metabolism in Aspergillus niger","S Kumar",,1977
"EigxyQ5jgQ4J","When are 2 web services compatible","L Bordeaux, G Salaun, D Berardi, M Mecella","Proc. of",
"p7wbtCWkD38J","Mixed Differentiation of Information Goods under Incomplete Information","T Weber","Proceedings of the 23rd International Conference on  &hellip;,",
"YulGBnxmffYJ","Understanding the requirements for developing open source software systems","W Scacchi","IEE Proceedings - Software,",2002
"-zItRuQbxA8J","Object Recognition as Machine Translation: Learning a Lexicon for a Fixed Image Vocabulary","P Duygulu, K Barnard, JFG de Freitas, DA Forsyth","LECTURE NOTES IN COMPUTER SCIENCE,",2002
"txSrBrJedfEJ","Morse theory, Milnor fibers and hyperplane arrangements, preprint; math","R Randell",,
"uM1MJnwfbQ8J","Professional Development in Higher Education","VC Brancato","New Directions for Adult and Continuing Education,",2003
"5kYnvI5hjnoJ","Structure of the immunodominant epitope displayed by the surface antigen 1 (SAG1) of Toxoplasma  ","M Graille, E Stura, M Bossus, BH Muller, O  ","Submitted for",
"3m-KKBVF8KkJ","The Value of Merge-Join and Hash-Join in SQL Server","G Graefe","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1999
"U0o8vPY7L4kJ","Highly concurrent cache consistency for indices in client-server database systems","M Zaharioudakis, MJ Carey","Proceedings on the 1997 ACM-SIGMOD International Conference  &hellip;,",1997
"eymsgzlSUSEJ","Temperament and Personality: Origins and Outcomes","MK Rothbart, SA Ahadi, DE Evans","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",2000
"_Hz0WlDkEeYJ","Client/server costs more than expected.","J Ambrosio","Computerworld,",
"f9oNz_T_sa0J","Uâ??Pb zircon dating of metagranites from Byala Reka region in the East Rhodopes, Bulgaria","I Peytcheva, A von Quadt","Spec Publ Geol Soc Greece, Athens, Greece,",
"lgQbUcptNf8J","Multiview registration for large data sets","K Pulli",,
"s2LWr0LuRJUJ","Geography Resources for Elementary Teachers.","DM Seiterâ?¦","Social Studies and the Young Learner,",1989
"oKB1s_t18n0J","The settlement of Illinois from 1830 to 1850","WV Pooley",,1908
"EdRz-IHTIEUJ","The Web within","L Erlanger","PC Magazine,",
"-0jDi-1IoTYJ","Defects, deformation mechanisms and phase stabilities in Nb-based B2 compounds","D Hou, J Shyue, S Yang, H Fraser",,1996
"m6OKjmxHfnkJ","Fracture and failure analysis: assessment on integrity of repaired structure by composite patching","GC Sih","&hellip;  Composites in Engineering Technology, Athens, Greece,",
"FJmS8ZiiogcJ","Soil Erosion and Social (Dis) courses in Cochabamba, Bolivia: Perceiving the Nature of Environmental ","KS Zimmerer","Economic Geography,",1993
"sLYxv1rp3-sJ","Weighted incremental subspace learning","D Skocaj, A Leonardis",,
"LZeVmtJKeroJ","VME bus based microcomputer system boards","AK Chandraâ?¦",,1991
"4ELTUpQMExIJ","The REFIRES (REgional FIre Simulation) model: aC program for regional fire regime simulation","DA Burrows","MA Thesis, University of California-Santa Barbara,",
"gFG4D5XfmWgJ","L., 1929","RL Hayman","Phil. Mag,",
"QW5g2IBUPEIJ","Polyphase and Modulation Descriptions of Multirate Systems {A Systematic Approach,&quot;","RL Reng",,
"LXiCR1m1LR4J","On the incorporation of termination techniques in an automated program synthesis system","F Kamareddine, F Monin",,
"xNKWTyHV37sJ","NSF Education Infrastructure Project","EA Fox","Demonstration. Virginia Tech, Blacksburg, VA: Multimedia  &hellip;,",
"NHlyjueQ-oAJ","Severe Essential Vocal and Oromandibular Tremor","RD Kent, JR Duffy, HK Vorperian, JE Thomas","PHONOSCOPE-SAN DIEGO-,",1998
"-7uE_nZ4STUJ","Applying Artificial Neural Networks in Finance: A Foreign Exchange Market Trading System Example  ","C Tan","Proceedings of the Ph. D. Conference in Economics and ",
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DENV%26recid%3D761541","NIOSH officials still noncommittal in VDT safety debate.","J Kirchner","COMPUTERWORLD.,",1984
"0BuMFfgpcUQJ","Assessing the Scholarship of Teaching: Valid Decisions from Valid Evidence","M Theall, JA Centra","New Directions for Teaching and Learning,",2001
"eehUvsQfpWcJ","PHYLIP (Phylogeny Interference Package), 3.5 c ed","J Felsenstein","Seattle: University of Washington,",
"TM3NnP6bE1gJ","Job Skills: Preparing Generation Z","T Hoffman","Computerworld,",
"gDYHI3MLSxMJ","The state of teacher training","J Siegel","Electronic Learning,",
"gPeevzZQFFMJ","Work and Family Issues: Their Impact on Women's Career Development","RM Wentling","New Directions for Adult and Continuing Education,",1998
"AFKEAgtbUn8J","An Overview of Evolutionary Computation","WM Spears, KA De Jong, T Baeck, DB Fogel","LECTURE NOTES IN COMPUTER SCIENCE,",1993
"2JTKHiAqj-4J","Use of Cost Accounting Concepts in Managing IT Projects","S Verma",,
"hq-WYsin108J","Fuzziness in database management systems","P Bosc","Heidelberg:",
"aIDj8xLrct8J","A synchronization model for recorded presentations and its relevance for information retrieval","W HÃ¼rst, R MÃ¼ller","Proceedings of the seventh ACM international conference on  &hellip;,",1999
"1NX7tngeQrQJ","Washington, Department of Natural Resources Press Release","K County","Fuel Cell Demonstration Project Seeks to Power South ",
"s7Ao9Hlp694J","Hash-Partitioned Join Method Using Dynamic Destsging Strategy","M Nskayarna, M Kitsuregawa, M Takagi","Proc. VLDB,",
"c0McIpjogXoJ","Galindo: A Study in Cultural Transition During the Middle Horizon","G Bawden","See Ref,",
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101254%26type%3Dpdf","On Indexing of 3D Scenes Using MPEG-7","IM BILASCO, J GENSEL, M VILLANOVA-OLIVER, H MARTIN","Proceedings of the 13th annual ACM international conference  &hellip;,",2005
"cDnq737AejQJ","Bounded time-stamps","AI ELI, M LI","Proc. 28th IEEE Symposium on Foundations of Comp.",
"rAHGAfoqookJ","Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems","M Tamura, M Kitsuregawa","Proceedings of the 25th International Conference on Very  &hellip;,",1999
"xfclJ4Dlt1MJ","Plasma volume expansion for treatment of women with pre-eclampsia","L Duley, J Williams, DJ Henderson-Smart","Cochrane Database Syst. Rev,",2000
"iP9s_nlGG9oJ","Optimization of Nonrecursive Queries","R Krishnamurthy, H Boral, C Zaniolo","VLDB,",1986
"SEHCx_zAydIJ","Achieving application requirements","AZ Spector","Acm Press Frontier Series,",1990
"3tmUXih-IZEJ","The growth of ice crystals on freshly cleaved covellite surfaces","J Hallett","Phil. Mag,",
"QL-N1zNA-BIJ","State space based adaptive control with pole restriction","MS Ahmed",,
"OtWd0BN7XWoJ","PrefixSpan,: mining sequential patterns efficiently by prefix-projected pattern growth","J Pei, J Han, B Mortazavi-Asl, H Pinto, Q Chen, U  ","&hellip; , 2001. Proceedings. 17th International Conference on,",2001
"gY652XXjHB8J","Decision support, data warehousing and olap, 1996","S Chaudhuri, U Dayal","VLDB tutorial, Bombay,",
"dlXiINrFoEsJ","CORDS: Automatic discovery of correlations and soft functional dependencies","IF Ilyas, V Markl, P Haas, P Brown, A Aboulnaga","Proc. 2004 ACM SIGMOD,",2004
"ZmvlTfMsiGIJ","Swami. Sequential samplingprocedures for query size estimation","PJ HaasandArunN","Proceedings of ACMSIGMOD Conference on Management of Data (",
"url:http://doi.wiley.com/10.1002/tl.172","Performance-based assessment: Improving the value of laboratory and skills examinations","JM Silvestrone","New Directions for Teaching and Learning,",2004
"92lumjoiNc4J","Philatelic cartography: a critical study of maps on stamps with special reference to the  ","LD Stamp","Geography,",
"wbGdc_RsI14J","R-Tree Based Indexing of Now-Relative Bitemporal Data","RBCSJ Simonas, SG Slivinskas",,
"ff7sTIvMfyYJ","SPREAD_a Model of Flame Spread on Vertical Surfaces, NISTIR 5619, US Dept. of Commerce, National  ","HE Mitler, KD Steckler","MD,",
"HzwYxTRODBIJ","A switched priority scheduling mechanismfor ATM switches with multi-class output buffers","ZG Li, XJYCY Wen, BH Soong","Computer Networks,",2001
"HIpgQHq-a9MJ","Intemet Telephony: Architecture and Protocols-an IETF Perspective","H Sehulzrinne, J Rosenberg","Computer networks,",
"cAC09pk1j2oJ","Algebraic specifications of nondeterminism","M Walicki, B Universitetet i","Universitetet i",
"xBMmxga3pl0J","G-presentaciones del Grupo Simetrico","J Bermudez",,
"7mwxQo6cq1IJ","Directions and Issues in Architecture and Language","MJ Flynn","IEEE Computer,",
"BoLsMj88blsJ","Age-related expression patterns of the CD15 epitope in the human lateral geniculate nucleus (LGN)","JK Mai, C SchÃ¶nlau","The Histochemical Journal,",1992
"DLymXxpy2qYJ","Mining Generalized Association Rules. 1995. 13p","R AGRAWAL, R SRIKANT","Proceedings of 21st VLDB Conference Zurich,",
"CnSeNety9CsJ","Communications capability of the Canadian domestic satellite system","J Almond, RM Lester","IEEE Int. Conf. Commun., Montreal, PQ, Canada, June,",
"4KIkhLX8R2MJ","Built to Last: Successful Habits of Visionary Companies","JC Collins, JI Porras",,
"AzAOQcWYAQwJ","A framework for research in database management for statistical analysis or a primer on statistical  ","D Bates, H Boral, DJ DeWitt","Proceedings of the 1982 ACM SIGMOD international conference  &hellip;,",1982
"GRcy7ZDRfXsJ","Interpersonal expectations in organizations","D Eden","See Blanck,",
"bxszvgHiqJkJ","Preliminary CLU Reference Manual, CLU Design Note 39, Programming Methodology Group","A Snyder, R Atkinson",,1975
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1083793%26type%3Dpdf","Nested Intervals Tree Encoding in SQL","V Tropashko","SIGMOD Record,",2005
"Axu6UlX-pPYJ","thEast European Conference ADBIS 2001 on Advances in Databases and Information Systems. Vol. 3 â?? ","A Caplinskas, J Eder",,2001
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1093384%26type%3Dpdf","Incremental Maintenance of Shortest Distance and Transitive Closure in First-Order Logic and SQL","C PANG, G DONG, K RAMAMOHANARAO","ACM Transactions on Database Systems,",2005
"url:http://doi.wiley.com/10.1002/ace.164","The struggle for meaning and power in HIV/AIDS education","RM Cervero","New Directions for Adult and Continuing Education,",2005
"-VqtdvVpztEJ","Lazy xml updates: Laziness as a virtue of update and structural join efficiency","B Catania, BC Ooi, W Wang, X Wang",,
"huTSPPaKAzMJ","The inner ear: Its embryological development and microstructure","CA Smith","See Dallos,",
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1093386%26type%3Dpdf","Distributed Data Structure","W LITWIN, RIM MOUSSA","ACM Transactions on Database Systems,",2005
"UPb5kaNo-fAJ","A Polyvariant Closure Analysis with Dynamic Abstraction","B Steensgaard","Unpublished manuscript,",
"szwhpIF7vzkJ","Extracting Local Schema from Semistructured Data Based on Graph-Oriented Semantic Model","W Tengjiao, T Shiwei, Y Dongqing, LIU Yunfeng, LIN ","è®¡ç®?æ?ºç§?å­¦æ??æ?¯å­¦æ?¥ (è?±æ??ç??),",2001
"eqA3CrAFWocJ","Productivity loss in brainstorming groups: Toward the solution of a riddle","M Diehl, W Stroebe","Journal of Personality and Social Psychology,",
"mnXIxoE-vBgJ","Epidemiology of Human Reproduction","B Kallen",,1988
"3kIpZqonljYJ","Hack Attack: Cyberthieves Siphon Millions from US Firms","GH Anthes","Computerworld,",
"wMyJf5xw6kgJ","A Model Introductory Course for the Life Sciences.","EA Carlson","New Directions for Teaching and Learning,",1984
"d1TFRffP-p4J","Energy detection of unknown deterministic signals","H Urkowitz","Proc. IEEE,",
"E7Mp24peJakJ","Backtrack Programming","SW Golomb, LD Baumert","Journal of the ACM (JACM),",1965
"IlRdnhlfKXkJ","Similarity-Based Queries","HV Jagadish, AO Mendelzon, T Milo",,
"Dyx-rlLBdNgJ","Teaching Citizenship through Community Service.","C Pereira","Social Studies and the Young Learner,",1990
"yvOJOJoNfIIJ","Post-program impacts of the Youth Incentive Entitlement Pilot Projects","G Farkas",,1984
"QmBz3hMOFh4J","Memory Management During Run Generation in External Sorting","PA Larson","SIGMOD Conference,",1998
"BPCEoq6VKsoJ","Facilitating Distance Education.","MH Rossman, ME Rossmanâ?¦","New Directions for Adult and Continuing Education,",1995
"O10EsaXyckgJ","A comparison of five reinforcement schedules for use in contingency management-based treatment of  ","JM Roll, A Huber, S Shoptaw, R Sodano, JA  ",,
"RB2VKRwnXywJ","Calibrating optimizer cost model of iro-db","G Gardarin, F Sha, ZH Tang","The VLDB Journal,",
"KehaKj_hyqcJ","The results of transplantation in blacks: just the tip of the iceberg","CO Callender","Transplant Proc,",1989
"Yu8TIDXkxXUJ","Altered immunology in haemophilia.","P Jones, S Proctor, A Dickinson, S George","Lancet i,",1983
"UqC9IaQrxS0J","89â??98","SC Work","Seattle, Washington,",
"ZvAJ8US6e0kJ","Eddies: Continuously Adaptive Query Processing","F LÃ¶sch",,
"ZGaxnuuz5BkJ","A survey of parallel database techniques and systems, September 1995","J Gray","Tutorial at",
"_1N4nkD4AMIJ","High-Concurrency Locking in R-Trees","D Banks, M Kornacker, M Stonebraker",,
"F__aNIGhr70J","Extending the Capabilities of Retrieval Systems by a Two-level Representation of Content","LL Aurelio, H Myaeng Sung","Procs. 1st Australian Document Computing",
"3BczA8Q-2b8J","Auditory Distance Judgements in Noise, With and Without Hearing Protection","PL McMurtry, DH Mershon","Proc. Human Factors Society 29th Annual",
"oibi1BPToHgJ","Online Power-aware Routing in Ad-hoc Networks","Q Li, J Aslam, D Rus","Proc. ACM MOBICOMâ??01,",
"0wxG_F591xIJ","The Bayesian choice","CP Robert",,2001
"7Vdanu34RhwJ","Implementation of mixed finite element methods for elliptic equations on general geometry","T Arbogast, CN Dawson, PT Keenan, MF Wheeler, I  ","to",
"AOrp263r-AMJ","Some Properties of Cartesian Product Files","CC Chang, RCT Lee, DHC Du",,
"069oyNrbtAgJ","Syndrome-testable internally unate combinational networks","E Eris, DM Miller","Electronic Letters,",
"RnnAfCCSLrsJ","Korean Amount Recognizer in Bank Slips","TC Jee, EJ Kim, YB Lee","Proceedings of 25 thKISS Fall Conference,",
"AO37kqmvGT8J","Classification of faults, errors and failures in communication systems","DY Chen, Y Hong, KS Trivedi","Submitted for",
"OOUAzaJKLw8J","County of San Diego","L Field","San Diego,",
"F5poMJQMm3gJ","Over-the-cell routers for new cell model","B Wu, NA Sherwani, ND Holmes, M Sarrafzadeh","Design Automation Conference, 1992. Proceedings., 29th ACM/ &hellip;,",1992
"UFHY2rq90n4J","Varieties of Groups and the Perception of Group Entitativity","B Lickel, DL Hamilton, G Wieczorkowska, A Lewis,  ","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",2000
"gLjn4f4f63wJ","Temporal Conditions and Integrity Constraint Checking in Active Database Systems","P Sistla, O Wolfson","Proceedings of the ACM SIGMOD International Conference,",
"CxLAT9hRUtMJ","Kenya: The Nation of Runners","D Gedney","Geography,",1925
"_1ElealbbR4J","The assessment of cellular proliferation by immunohistochemistry: A review of currently available  ","CCW Yu, AL Woods, DA Levison","The Histochemical Journal,",1992
"y8Jg6nzTXC4J","Testbarkeit in den frÃ¼hen Projektphasen","S Jungmayr","Information and Software Technology,",1997
"NZ1MVmkfwmEJ","Olanzapine alone or in combination for acute mania","JM Rendell, HJ Gijsman, P Keck, G Goodwin, J  ","Cochrane Database Syst Rev,",2003
"dpeR1StWTysJ","The protection of information in computer systems","JH SALTZER, MD SCHROEDER","IEEE, Proceedings,",1975
"url:http://www.springerlink.com/index/JU61446782XKJ266.pdf","Foreword","P Danon","BT Technology Journal,",2003
"9alijlKF3DgJ","Evaluating Teaching and Learning at a Distance","MR Simonson","New Directions for Teaching and Learning,",1997
"QBaEqcBfITUJ","Hinterberger. The grid le: An adaptable, symmetric multkey le structure","J Nievergelt","ACM Transaction on Database Systems,",
"wLNpzk2hyJgJ","I Found It on the Web: Technology Resources for Teaching Elementary Economics","PJ VanFossen","SOCIAL STUDIES AND THE YOUNG LEARNER,",1998
